"filename", "language", "PHP", "JavaScript", "SQL", "XML", "Markdown", "JSON", "CSS", "HTML", "YAML", "comment", "blank", "total"
"c:\xampp\htdocs\Funciones\Acerca\hogar-acerca-de.php", "PHP", 375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 389
"c:\xampp\htdocs\Funciones\Administrativo\agregar-mision-vision.php", "PHP", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 107
"c:\xampp\htdocs\Funciones\Administrativo\hogar-administrativos.php", "PHP", 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 177
"c:\xampp\htdocs\Funciones\Administrativo\menu-acciones-administrativos.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"c:\xampp\htdocs\Funciones\Administrativo\reporte-administrativo.php", "PHP", 56, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 78
"c:\xampp\htdocs\Funciones\Configuracion\hogar-configuraciones.php", "PHP", 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 211
"c:\xampp\htdocs\Funciones\Contrato\agregar-contratos.php", "PHP", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 106
"c:\xampp\htdocs\Funciones\Contrato\borrar-contrato.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31
"c:\xampp\htdocs\Funciones\Contrato\eliminar-contratos.php", "PHP", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 93
"c:\xampp\htdocs\Funciones\Contrato\hogar-contratos.php", "PHP", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 147
"c:\xampp\htdocs\Funciones\Contrato\ingresar-contrato.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 34
"c:\xampp\htdocs\Funciones\Contrato\menu-acciones-contrato.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"c:\xampp\htdocs\Funciones\Estudiante\agregar-estudiantes-1c.php", "PHP", 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 136
"c:\xampp\htdocs\Funciones\Estudiante\agregar-estudiantes-2c.php", "PHP", 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 136
"c:\xampp\htdocs\Funciones\Estudiante\borrar-estudiante.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31
"c:\xampp\htdocs\Funciones\Estudiante\buscar-estudiante-2.php", "PHP", 141, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22, 166
"c:\xampp\htdocs\Funciones\Estudiante\consultar-estudiantes-2c.php", "PHP", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 89
"c:\xampp\htdocs\Funciones\Estudiante\consultar-estudiantes.php", "PHP", 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 145
"c:\xampp\htdocs\Funciones\Estudiante\decision-actualizar-estudiantes copy.php", "PHP", 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 145
"c:\xampp\htdocs\Funciones\Estudiante\decision-agregar-estudiantes.php", "PHP", 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 145
"c:\xampp\htdocs\Funciones\Estudiante\eliminar-estudiantes.php", "PHP", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 91
"c:\xampp\htdocs\Funciones\Estudiante\hogar-estudiantes.php", "PHP", 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 208
"c:\xampp\htdocs\Funciones\Estudiante\ingresar-estudiantes-1.php", "PHP", 40, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 55
"c:\xampp\htdocs\Funciones\Estudiante\ingresar-estudiantes-2.php", "PHP", 43, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 58
"c:\xampp\htdocs\Funciones\Estudiante\menu-acciones-estudiante.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"c:\xampp\htdocs\Funciones\Estudiante\reporte-estudiante-hogar.php", "PHP", 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 128
"c:\xampp\htdocs\Funciones\Estudiante\reporte-estudiante.php", "PHP", 70, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22, 94
"c:\xampp\htdocs\Funciones\Estudiante\reporte-estudiante2.php", "PHP", 61, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 82
"c:\xampp\htdocs\Funciones\Formularios\Unicos\cedula.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"c:\xampp\htdocs\Funciones\Formularios\Unicos\id.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"c:\xampp\htdocs\Funciones\Formularios\consultar-datos.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"c:\xampp\htdocs\Funciones\Formularios\contactos.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"c:\xampp\htdocs\Funciones\Formularios\datos-estudiante-1.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"c:\xampp\htdocs\Funciones\Formularios\datos.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28
"c:\xampp\htdocs\Funciones\Formularios\direccion.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 49
"c:\xampp\htdocs\Funciones\Hogar\buscar-mision-vision.php", "PHP", 57, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 65
"c:\xampp\htdocs\Funciones\Hogar\hogar.php", "PHP", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 90
"c:\xampp\htdocs\Funciones\Login\login.php", "PHP", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 59
"c:\xampp\htdocs\Funciones\Login\recuperar-script.php", "PHP", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 86
"c:\xampp\htdocs\Funciones\Login\recuperar.php", "PHP", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 71
"c:\xampp\htdocs\Funciones\Login\registro.php", "PHP", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 82
"c:\xampp\htdocs\Funciones\Materia\agregar-materias.php", "PHP", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 127
"c:\xampp\htdocs\Funciones\Materia\agregar-plan.php", "PHP", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 106
"c:\xampp\htdocs\Funciones\Materia\borrar-materia.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31
"c:\xampp\htdocs\Funciones\Materia\borrar-plan.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31
"c:\xampp\htdocs\Funciones\Materia\decision-actualizar-materias.php", "PHP", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 146
"c:\xampp\htdocs\Funciones\Materia\decision-agregar-materias.php", "PHP", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 146
"c:\xampp\htdocs\Funciones\Materia\decision-consultar-materias.php", "PHP", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 146
"c:\xampp\htdocs\Funciones\Materia\decision-eliminar-materias.php", "PHP", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 146
"c:\xampp\htdocs\Funciones\Materia\eliminar-materias.php", "PHP", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 116
"c:\xampp\htdocs\Funciones\Materia\eliminar-plan.php", "PHP", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 116
"c:\xampp\htdocs\Funciones\Materia\hogar-materias.php", "PHP", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 147
"c:\xampp\htdocs\Funciones\Materia\ingresar-materias.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 36
"c:\xampp\htdocs\Funciones\Materia\ingresar-plan.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 34
"c:\xampp\htdocs\Funciones\Materia\menu-acciones-materia.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"c:\xampp\htdocs\Funciones\Matricula\agregar-matriculas.php", "PHP", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 120
"c:\xampp\htdocs\Funciones\Matricula\borrar-matricula.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31
"c:\xampp\htdocs\Funciones\Matricula\eliminar-matriculas.php", "PHP", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 116
"c:\xampp\htdocs\Funciones\Matricula\hogar-matriculas.php", "PHP", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 147
"c:\xampp\htdocs\Funciones\Matricula\ingresar-matricula.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 35
"c:\xampp\htdocs\Funciones\Matricula\menu-acciones-matricula.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"c:\xampp\htdocs\Funciones\Mensualidad\agregar-mensualidades.php", "PHP", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 120
"c:\xampp\htdocs\Funciones\Mensualidad\borrar-mensualidad.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31
"c:\xampp\htdocs\Funciones\Mensualidad\eliminar-mensualidades.php", "PHP", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 92
"c:\xampp\htdocs\Funciones\Mensualidad\hogar-mensualidades.php", "PHP", 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 176
"c:\xampp\htdocs\Funciones\Mensualidad\ingresar-mensualidades.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 33
"c:\xampp\htdocs\Funciones\Mensualidad\menu-acciones-mensualidad.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"c:\xampp\htdocs\Funciones\Mirai\hogar-mirai-ig.php", "PHP", 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 172
"c:\xampp\htdocs\Funciones\Mirai\hogar-mirai-voice.php", "PHP", 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 236
"c:\xampp\htdocs\Funciones\Mirai\hogar-mirai.php", "PHP", 1461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 1510
"c:\xampp\htdocs\Funciones\Mirai\menu-acciones-mirai.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"c:\xampp\htdocs\Funciones\Nota\agregar-notas1.php", "PHP", 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 160
"c:\xampp\htdocs\Funciones\Nota\agregar-notas2.php", "PHP", 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 142
"c:\xampp\htdocs\Funciones\Nota\buscar-notas2.php", "PHP", 61, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 77
"c:\xampp\htdocs\Funciones\Nota\consultar-notas2.php", "PHP", 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 111
"c:\xampp\htdocs\Funciones\Nota\decision-agregar-notas.php", "PHP", 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 145
"c:\xampp\htdocs\Funciones\Nota\decision-consultar-notas.php", "PHP", 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 145
"c:\xampp\htdocs\Funciones\Nota\hogar-notas.php", "PHP", 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 207
"c:\xampp\htdocs\Funciones\Nota\ingresar-notas1.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35
"c:\xampp\htdocs\Funciones\Nota\ingresar-notas2.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 34
"c:\xampp\htdocs\Funciones\Nota\menu-acciones-nota.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"c:\xampp\htdocs\Funciones\Nota\reporte-literal-hogar.php", "PHP", 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 112
"c:\xampp\htdocs\Funciones\Nota\reporte-literal.php", "PHP", 83, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 100
"c:\xampp\htdocs\Funciones\Nota\reporte-literal2.php", "PHP", 42, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 59
"c:\xampp\htdocs\Funciones\Nota\reporte-record-hogar.php", "PHP", 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 112
"c:\xampp\htdocs\Funciones\Nota\reporte-record.php", "PHP", 113, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34, 153
"c:\xampp\htdocs\Funciones\Nota\reporte-record2.php", "PHP", 65, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22, 92
"c:\xampp\htdocs\Funciones\Parroquia\agregar-ciudades.php", "PHP", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 121
"c:\xampp\htdocs\Funciones\Parroquia\agregar-estados.php", "PHP", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 103
"c:\xampp\htdocs\Funciones\Parroquia\agregar-municipios.php", "PHP", 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 116
"c:\xampp\htdocs\Funciones\Parroquia\agregar-parroquias.php", "PHP", 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 117
"c:\xampp\htdocs\Funciones\Parroquia\borrar-ciudad.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31
"c:\xampp\htdocs\Funciones\Parroquia\borrar-estado.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31
"c:\xampp\htdocs\Funciones\Parroquia\borrar-municipio.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31
"c:\xampp\htdocs\Funciones\Parroquia\borrar-parroquia.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31
"c:\xampp\htdocs\Funciones\Parroquia\decision-actualizar-parroquias.php", "PHP", 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 205
"c:\xampp\htdocs\Funciones\Parroquia\decision-agregar-parroquias.php", "PHP", 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 205
"c:\xampp\htdocs\Funciones\Parroquia\decision-consultar-parroquias.php", "PHP", 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 205
"c:\xampp\htdocs\Funciones\Parroquia\decision-eliminar-parroquias.php", "PHP", 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 205
"c:\xampp\htdocs\Funciones\Parroquia\eliminar-ciudades.php", "PHP", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 114
"c:\xampp\htdocs\Funciones\Parroquia\eliminar-estados.php", "PHP", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 114
"c:\xampp\htdocs\Funciones\Parroquia\eliminar-municipios.php", "PHP", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 114
"c:\xampp\htdocs\Funciones\Parroquia\eliminar-parroquias.php", "PHP", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 114
"c:\xampp\htdocs\Funciones\Parroquia\hogar-parroquias.php", "PHP", 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 207
"c:\xampp\htdocs\Funciones\Parroquia\ingresar-ciudad.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 33
"c:\xampp\htdocs\Funciones\Parroquia\ingresar-estado.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 31
"c:\xampp\htdocs\Funciones\Parroquia\ingresar-municipio.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 32
"c:\xampp\htdocs\Funciones\Parroquia\ingresar-parroquias.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 32
"c:\xampp\htdocs\Funciones\Parroquia\menu-acciones-parroquia.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"c:\xampp\htdocs\Funciones\Profesor\agregar-profesores-guia.php", "PHP", 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 171
"c:\xampp\htdocs\Funciones\Profesor\agregar-profesores.php", "PHP", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 139
"c:\xampp\htdocs\Funciones\Profesor\borrar-profesor.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31
"c:\xampp\htdocs\Funciones\Profesor\eliminar-profesores.php", "PHP", 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 118
"c:\xampp\htdocs\Funciones\Profesor\hogar-profesores.php", "PHP", 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 207
"c:\xampp\htdocs\Funciones\Profesor\ingresar-profesor.php", "PHP", 43, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 61
"c:\xampp\htdocs\Funciones\Profesor\insertar-guia.php", "PHP", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 35
"c:\xampp\htdocs\Funciones\Profesor\menu-acciones-profesor.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"c:\xampp\htdocs\Funciones\Profesor\reporte-profesor.php", "PHP", 60, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 81
"c:\xampp\htdocs\Funciones\Reportes\encabezado-reportes.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"c:\xampp\htdocs\Funciones\Representante\actualizar-representantes.php", "PHP", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 121
"c:\xampp\htdocs\Funciones\Representante\agregar-representantes.php", "PHP", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 121
"c:\xampp\htdocs\Funciones\Representante\borrar-representantes.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 33
"c:\xampp\htdocs\Funciones\Representante\buscar-representantes.php", "PHP", 292, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26, 323
"c:\xampp\htdocs\Funciones\Representante\cambiar-representantes.php", "PHP", 41, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 59
"c:\xampp\htdocs\Funciones\Representante\consultar-representantes.php", "PHP", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 90
"c:\xampp\htdocs\Funciones\Representante\eliminar-representantes.php", "PHP", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 94
"c:\xampp\htdocs\Funciones\Representante\hogar-representantes.php", "PHP", 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 207
"c:\xampp\htdocs\Funciones\Representante\ingresar-representantes.php", "PHP", 41, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 59
"c:\xampp\htdocs\Funciones\Representante\menu-acciones-representante.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"c:\xampp\htdocs\Funciones\Representante\reporte-aceptacion-hogar.php", "PHP", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 100
"c:\xampp\htdocs\Funciones\Representante\reporte-aceptacion.php", "PHP", 85, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26, 114
"c:\xampp\htdocs\Funciones\Representante\reporte-aceptacion2.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 63
"c:\xampp\htdocs\Funciones\Representante\reporte-estudio-hogar.php", "PHP", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 100
"c:\xampp\htdocs\Funciones\Representante\reporte-estudio.php", "PHP", 84, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26, 113
"c:\xampp\htdocs\Funciones\Representante\reporte-estudio2.php", "PHP", 43, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 60
"c:\xampp\htdocs\Funciones\Representante\reporte-retiro-hogar.php", "PHP", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 116
"c:\xampp\htdocs\Funciones\Representante\reporte-retiro.php", "PHP", 83, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 107
"c:\xampp\htdocs\Funciones\Representante\reporte-retiro2.php", "PHP", 48, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 65
"c:\xampp\htdocs\Funciones\Respaldo\batalla_de_niquitao_20240213-203100\batalla_de_niquitao_20240213-203100.sql", "SQL", 0, 0, 545, 0, 0, 0, 0, 0, 0, 174, 116, 835
"c:\xampp\htdocs\Funciones\Respaldo\hogar-respaldos.php", "PHP", 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 173
"c:\xampp\htdocs\Funciones\Respaldo\menu-acciones-respaldo.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"c:\xampp\htdocs\Funciones\Respaldo\respaldo-script.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 34
"c:\xampp\htdocs\Funciones\Respaldo\restauracion-script.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 40
"c:\xampp\htdocs\Funciones\Seccion\agregar-guia.php", "PHP", 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 157
"c:\xampp\htdocs\Funciones\Seccion\agregar-salones.php", "PHP", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 104
"c:\xampp\htdocs\Funciones\Seccion\agregar-secciones.php", "PHP", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 103
"c:\xampp\htdocs\Funciones\Seccion\borrar-salon.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31
"c:\xampp\htdocs\Funciones\Seccion\borrar-seccion.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31
"c:\xampp\htdocs\Funciones\Seccion\decision-agregar-secciones.php", "PHP", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 146
"c:\xampp\htdocs\Funciones\Seccion\decision-eliminar-secciones.php", "PHP", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 146
"c:\xampp\htdocs\Funciones\Seccion\eliminar-salones.php", "PHP", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 116
"c:\xampp\htdocs\Funciones\Seccion\eliminar-secciones.php", "PHP", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 116
"c:\xampp\htdocs\Funciones\Seccion\hogar-secciones.php", "PHP", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 147
"c:\xampp\htdocs\Funciones\Seccion\ingresar-salon.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 29
"c:\xampp\htdocs\Funciones\Seccion\ingresar-secciones.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 38
"c:\xampp\htdocs\Funciones\Seccion\menu-acciones-seccion.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"c:\xampp\htdocs\Funciones\Soporte\menu-acciones-soporte.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"c:\xampp\htdocs\Funciones\Soporte\soporte.php", "PHP", 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 259
"c:\xampp\htdocs\Funciones\botones-laterales.php", "PHP", 64, 0, 0, 0, 0, 0, 0, 0, 0, 9, 35, 108
"c:\xampp\htdocs\Funciones\menu-contextual.php", "PHP", 81, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19, 106
"c:\xampp\htdocs\Funciones\menu-lateral-2.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17
"c:\xampp\htdocs\Funciones\menu-lateral.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 43
"c:\xampp\htdocs\Funciones\menu-superior-1.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\xampp\htdocs\Funciones\menu-superior-2.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\Funciones\pie1.php", "PHP", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\xampp\htdocs\Funciones\pie2.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22
"c:\xampp\htdocs\Funciones\pie3.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\xampp\htdocs\buscar-mision-vision.php", "PHP", 71, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 80
"c:\xampp\htdocs\con_db.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"c:\xampp\htdocs\controlador\cierre_sesion.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\xampp\htdocs\controlador\ingresar_usuario.php", "PHP", 37, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 47
"c:\xampp\htdocs\controlador\inicio_sesion.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 49
"c:\xampp\htdocs\controlador\recuperar_usuario.php", "PHP", 88, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 98
"c:\xampp\htdocs\controlador\verificacion_admin.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15
"c:\xampp\htdocs\controlador\verificacion_sesion.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 30
"c:\xampp\htdocs\css\Botones-AMC.css", "CSS", 0, 0, 0, 0, 0, 0, 171, 0, 0, 5, 18, 194
"c:\xampp\htdocs\css\Estilo-AMC.css", "CSS", 0, 0, 0, 0, 0, 0, 230, 0, 0, 25, 38, 293
"c:\xampp\htdocs\css\Iconos-Central-AMC.css", "CSS", 0, 0, 0, 0, 0, 0, 17, 0, 0, 3, 1, 21
"c:\xampp\htdocs\css\Iconos-Inferior-AMC.css", "CSS", 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 1, 7
"c:\xampp\htdocs\css\Iconos-Lateral-AMC.css", "CSS", 0, 0, 0, 0, 0, 0, 23, 0, 0, 3, 2, 28
"c:\xampp\htdocs\css\Iconos-Menu-AMC.css", "CSS", 0, 0, 0, 0, 0, 0, 17, 0, 0, 3, 3, 23
"c:\xampp\htdocs\css\Iconos-Menu-IA-AMC.css", "CSS", 0, 0, 0, 0, 0, 0, 144, 0, 0, 9, 48, 201
"c:\xampp\htdocs\css\Iconos-Superior-AMC.css", "CSS", 0, 0, 0, 0, 0, 0, 40, 0, 0, 6, 2, 48
"c:\xampp\htdocs\css\Iconos-index-AMC.css", "CSS", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 1, 18
"c:\xampp\htdocs\css\Login_AMC.css", "CSS", 0, 0, 0, 0, 0, 0, 246, 0, 0, 1, 19, 266
"c:\xampp\htdocs\css\PHP_AMC.css", "CSS", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 4, 48
"c:\xampp\htdocs\css\PHP_Login.css", "CSS", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 4, 40
